English words/sentences,French words/sentences
Slow down.,Ralentissez !
Stay away.,Reste ?ˇ l'??cart.
Stay away.,Restez ?ˇ l'??cart.
Stay back.,Reste en arri??re !
Stay back.,Restez en arri??re !
Stay calm.,Restez calme.
Stay calm.,Reste calme.
Stay calm.,Garde ton calme.
Stay calm.,Garde ton sang-froid.
Stay calm.,Reste tranquille.
Stay down!,Reste baiss??.
Stay down!,Restez baiss??.
Stay down.,Reste baiss??.
Stay down.,Restez baiss??.
Stay here.,Restez l?ˇ !
Stay here.,Reste ici !
Stay here.,Restez ici.
Stay thin.,Reste mince !
Step back.,ReculeÉ??!
Step back.,ReculezÉ??!
Stop that!,Arr?¶tez !
Stop that.,Arr?¶te ??aÉ??!
Stop that.,Arr?¶tez ??a !
Stop that.,Arr?¶te ??a !
Stop them.,Arr?¶tez-les.
Take care!,Prends soin de toi !
Take care!,Soyez prudente !
Take care.,Prends soin de toi.
Take care.,Prenez soin de vous.
Take mine.,Prends le mien.
Take mine.,Prends la mienne.
Take mine.,Prenez le mien.
Take mine.,Prenez la mienne.
Take mine.,Prends les miens.
Take mine.,Prends les miennes.
Take mine.,Prenez les miens.
Take mine.,Prenez les miennes.
Take this.,Prends ??a.
Take this.,Prenez ??a.
Thank you.,Merci !
Thank you.,Merci.
That's OK.,Il n'y a pas de probl??me.
That's OK.,Pas de probl??me.
That's OK.,Ce n'est pas grave.
That's OK.,??a va.
That's it.,C'est ??a.
Then what?,Et alors ?
They fell.,Ils sont tomb??s.
They fell.,Elles sont tomb??es.
They left.,Ils sont partis.
They left.,Elles sont parties.
They lied.,Ils ont menti.
They lied.,Elles ont menti.
They lost.,Ils ont perdu.
They lost.,Elles ont perdu.
They swam.,Ils nageaient.
They swam.,Elles nageaient.
They swam.,Ils nag??rent.
They swam.,Elles nag??rent.
Time's up.,Le temps est ??coul??.
Tom cooks.,Tom cuisine.
Tom cried.,Tom pleura.
Tom is OK.,Tom va bien.
Tom knits.,Tom tricote.
Tom knows.,Tom sait.
Tom rocks.,Tom assure.
Tom spoke.,Tom a parl??.
Tom waved.,Tom a fait signe de la main.
Tom works.,Tom est en train de travailler.
Tom's fat.,Tom est gros.
Tom's mad.,Tom est en col??re.
Tom's mad.,Tom est fou.
Tom's sad.,Tom est triste.
Trust Tom.,Fais confiance ?ˇ Tom.
Trust Tom.,Faites confiance ?ˇ Tom.
Try again.,Essaie encore.
Try again.,Essayez de nouveau.
Try again.,Essaie de nouveau.
Try it on.,Essaie-leÉ??!
Turn left.,Tourne ?ˇ gauche.
Wait here.,Attends ici.
Wait here.,Attends l?ˇ.
Wait here.,Attendez ici.
Wait here.,Attendez l?ˇ.
Watch out!,Attention !
Watch out!,Faites attentionÉ??!
Watch out!,Fais attentionÉ??!
We agreed.,Nous sommes tomb??s d'accord.
We did it!,Nous avons r??ussiÉ??!
We did it.,Nous avons r??ussiÉ??!
We did it.,Nous l'avons fait.
We forgot.,Nous avons oubli??.
We saw it.,Nous l'avons vu.
We saw it.,Nous l'avons vue.
We smiled.,Nous avons souri.
We talked.,Nous discut?õmes.
We talked.,Nous avons discut??.
We talked.,Nous nous sommes entretenus.
We talked.,Nous nous sommes entretenues.
We talked.,Nous nous entret??nmes.
We waited.,Nous attend??mes.
We waited.,Nous avons attendu.
We walked.,Nous sommes all??s ?ˇ pied.
We walked.,Nous sommes all??es ?ˇ pied.
We'll try.,Nous essayerons.
We'll try.,Nous tenterons.
We'll win.,Nous l'emporterons.
We'll win.,Nous gagnerons.
We're hot.,Nous avons chaud.
We're sad.,Nous sommes tristes.
We're shy.,Nous sommes timides.
Well done!,Bien vuÉ??!
Well done!,Bien cuitÉ??!
Well done!,?? la bonne heureÉ??!
Well done!,Bien jou??É??!
Well done!,Pas mal !
What's up?,??a va ?
What's up?,Quoi de beauÉ???
Who cares?,Qui s'en pr??occupeÉ???
Who cares?,Qui s'en soucieÉ???
Who cares?,?? qui ceci importe-t-ilÉ???
Who is he?,Qui est-ceÉ???
Who is he?,Qui est-ilÉ???
Who is it?,Qui est-ceÉ???
Who is it?,Qui est-ilÉ???
Who knows?,Qui saitÉ???
Who spoke?,Qui a parl?? ?
Who'll go?,Qui ira ?
Who's Tom?,"CÉ??est qui, Tom ?"
Who's ill?,Qui est malade ?
Wonderful!,MagnifiqueÉ??!
Wonderful!,?? la bonne heure !
Write Tom.,??crivez ?ˇ Tom.
You drive.,Tu conduis.
You drive.,"Toi, conduis !"
You drive.,Vous conduisez.
You idiot!,Esp??ce d'imb??cileÉ??!
You idiot!,Esp??ce d'idiotÉ??!
You start.,Tu commences.
You start.,Vous commencez.
You tried.,Tu as essay??.
You tried.,Vous avez essay??.
You're OK.,Tu vas bien.
Aim higher.,Vise plus haut.
Aim higher.,Visez plus haut.
All aboard!,Tout le monde ?ˇ bord!
Am I clear?,Suis-je clair ?
Am I clear?,Suis-je claire ?
Am I dying?,Suis-je en train de mourir ?
Am I dying?,Suis-je en train de tr??passer ?
Am I early?,Suis-je en avance ?
Am I fired?,Vous me mettez ?ˇ la porte ?
Am I first?,Suis-je le premier ?
Am I first?,Suis-je la premi??re ?
Am I hired?,Suis-je engag?? ?
Am I hired?,Suis-je engag??e ?
Am I right?,Ai-je raison ?
Am I right?,Suis-je dans le vrai ?
Am I wrong?,Me tromp??-jeÉ???
Am I wrong?,Ai-je tort ?
Am I wrong?,Est-ce que je me trompe ?
Answer Tom.,R??ponds ?ˇ Tom.
Answer Tom.,R??pondez ?ˇ Tom.
Are you OK?,Est-ce que tu vas bienÉ???
Are you up?,Es-tu lev?? ?
Are you up?,Es-tu lev??e ?
Are you up?,??tes-vous lev?? ?
Are you up?,??tes-vous lev??e ?
Are you up?,??tes-vous lev??s ?
Are you up?,??tes-vous lev??es ?
Are you up?,Es-tu debout ?
Are you up?,??tes-vous debout ?
Ask anyone.,Demandez ?ˇ n'importe qui.
Ask anyone.,Demande ?ˇ n'importe qui.
Ask anyone.,Demande ?ˇ quiconque !
Ask around.,Demande alentour !
Ask around.,Demandez alentour !
Be careful!,Faites attentionÉ??!
Be careful!,Fais attentionÉ??!
Be careful!,Sois prudent !
Be careful!,Sois prudente !
Be careful!,Soyez prudent !
Be careful!,Soyez prudente !
Be careful!,Soyez prudents !
Be careful!,Soyez prudentes !
Be careful!,Fais gaffe !
Be careful.,Sois prudent !
Be careful.,Sois prudente !
Be careful.,Soyez prudent !
Be careful.,Soyez prudente !
Be careful.,Soyez prudents !
Be careful.,Soyez prudentes !
Be content.,Sois satisfait !
Be content.,Sois satisfaite !
Be content.,Soyez satisfait !
Be content.,Soyez satisfaite !
Be content.,Soyez satisfaits !
Be content.,Soyez satisfaites !
Be on time.,Soyez ?ˇ l'heure.
Be on time.,Sois ?ˇ l'heure.
Be patient.,Sois patient.
Be serious.,Soyez s??rieux !
Be serious.,Soyez s??rieuse !
Be serious.,Soyez s??rieuses !
Be serious.,Sois s??rieux !
Be serious.,Sois s??rieuse !
Birds sing.,Les oiseaux chantent.
Bottoms up!,Sant?? !
Bring food.,Apportez de la nourriture.
Bring food.,Apporte ?ˇ manger.
Bring wine.,Apporte du vin.
Bring wine.,Apportez du vin.
Can I come?,Puis-je venir ?
Can I help?,Puis-je aiderÉ???
Can I stay?,Puis-je rester ?
Carry this.,Porte-le.
Check that.,V??rifie ??a.
Check that.,Regarde ??a.
Check that.,V??rifiez cela.
Check this.,V??rifie ??a.
Check this.,Regarde ??a.
Choose one.,Choisis-en un.
Choose one.,Choisis-en une.
Come again.,Revenez nous voir.
Come again.,Reviens nous voir.
Come alone.,Viens seul !
Come alone.,Viens seule !
Come alone.,Venez seul !
Come alone.,Venez seuls !
Come alone.,Venez seule !
Come alone.,Venez seules !
Come along.,Joignez-vous ?ˇ nous.
Come early.,Viens t??t.
Come early.,Venez t??t.
Come on in!,Entre doncÉ??!
Come on in.,Entre.
Come quick!,Viens viteÉ??!
Come quick!,Jouis viteÉ??!
Come to me.,Venez ?ˇ moi.
Come to us.,Venez ?ˇ nous.
Cut it out!,Arr?¶te !
Cut it out!,Arr?¶tez !
Cut it out.,AssezÉ??!
Did we win?,Avons-nous gagn?? ?
Dig faster.,Creuse plus vite.
Dig faster.,Creusez plus vite.
Do I stink?,Est-ce que je pue ?
Do men cry?,Les hommes pleurent-ils ?
Don't fret.,Te tracasse pas.
Don't fret.,Vous tracassez pas.
Don't fret.,Ne te tracasse pas.
Don't fret.,Ne vous tracassez pas.
Don't jump!,Ne saute pas?ˇ!
Don't jump!,Ne sautez pas?ˇ!
Don't move!,Ne bouge pas !
Don't move!,Ne bougez pas !
Don't move.,Ne bougez pas.
Don't move.,Ne bouge pas.
Don't rush.,Ne te pr??cipite pas.
Don't rush.,Ne vous pr??cipitez pas.
Don't sing.,Ne chante pas.
Don't sing.,Ne chantez pas.
Don't talk!,Ne parle pas !
Don't talk!,Ne parlez pas !
Don't talk.,Ne parle pas !
Don't talk.,Ne parlez pas !
Don't wait.,N'attends pas !
Don't wait.,N'attendez pas !
Duty calls.,Le devoir m'appelle.
Face facts!,Regardez les faits en face.
Face facts!,Rends-toi ?ˇ l'??vidence.
Face facts!,Rendez-vous ?ˇ l'??vidence.
Fill it up.,Le plein.
Find a job.,Trouve un emploi !
Find a job.,Trouve un boulot !
Follow Tom.,Suivez Tom.
Follow Tom.,Suis Tom.
Follow him.,Suis-leÉ??!
Follow him.,Suivez-leÉ??!
Forget Tom.,Oublie Tom.
Forget Tom.,Oubliez Tom.
Forget him.,Oublie-le.
Forget him.,Oubliez-le.
Forgive me.,Pardonnez-moi.
Forgive us.,Pardonne-nous !
Get a life!,Ach??te-toi une vie !
Get inside.,Entre.
Get to bed.,Va au lit !
Get to bed.,Au lit !
Get to bed.,Allez au lit !
Give it up.,Laisse tomber.
Give it up.,AbandonneÉ??!
Go outside.,Sors.
Go outside.,Sortez.
Go outside.,Allez ?ˇ l'ext??rieur.
Go outside.,Sortez d'ici.
Go warm up.,Va t'??chauffer !
Go warm up.,Allez vous ??chauffer !
He gave in.,Il a c??d??.
He gave in.,Il c??da.
He hung up.,Il a raccroch??.
He hung up.,Il raccrocha.
He is a DJ.,Il est DJ.
He is busy.,Il a ?ˇ faire.
He is here!,Il est iciÉ??!
He is kind.,Il est gentil.
He is late.,Il est en retard.
He is lazy.,Il est fain??ant.
He is lazy.,Il est paresseux.
He is poor.,Il est pauvre.
He is sick.,Il est malade.
He made it.,Il a r??ussi.
He's Swiss.,Il est Suisse.
He's Swiss.,Il est Helv??te.
He's broke.,Il est ruin??.
He's broke.,Il est fauch??.
He's drunk.,Il est ivre.
He's drunk.,Il est so?Øl.
He's smart.,Il est intelligent.
Head north.,Vers le nord.
Here he is!,Il est iciÉ??!
Here it is.,Le voil?ˇ.
Here it is.,Tenez.
Here it is.,Le voici.
Here it is.,Voil?ˇ.
Here we go.,C'est parti !
Here we go.,On est partis !
Hold still.,Tiens-toi tranquille !
Hold still.,Tenez-vous tranquille !
How absurd!,Quelle absurdit?? !
How is Tom?,Comment va Tom ?
How lovely!,Comme c'est charmant !
How's work?,Comment va le travail ?
Hurry home.,D??p?¶che-toi d'aller chez toi !
Hurry home.,D??p?¶chez-vous d'aller chez vous !
I admit it.,Je lÉ??admets.
I am a man.,Je suis un homme.
I am human.,Je suis humain.
I am ready.,Je suis pr?¶t.
I am right.,J'ai raison.
I broke it.,Je l'ai cass??.
I broke it.,Je l'ai cass??e.
I built it.,Je l'ai construit.
I built it.,Je l'ai construite.
I can come.,Je peux venir.
I can cook.,Je sais cuisiner.
I can jump.,Je peux sauter.
I can read.,Je sais lire.
I can read.,Je peux lire.
I can sing.,Je sais chanter.
I can stay.,Je peux rester.
I can swim.,Je sais nager.
I can wait.,Je peux attendre.
I can walk.,Je peux marcher.
I can't go.,Je ne peux pas y aller.
I can't go.,Je ne peux pas m'y rendre.
I can't go.,Je ne peux pas partir.
I canceled.,JÉ??ai annul??.
I did that.,J'ai fait cela.
I did that.,C'est moi qui l'ai fait.
I disagree.,Je ne suis pas d'accord.
I do worry.,Je me fais vraiment du souci.
I doubt it.,J'en doute.
I eat here.,Je mange ici.
I envy Tom.,J'envie Tom.
I envy her.,Je l'envie.
I envy him.,Je l'envie.
I envy you.,Je vous envie.
I envy you.,Je t'envie.
I exercise.,Je mÉ??entra??ne.
I feel bad.,Je me sens mal.
I feel old.,Je me sens vieux.
I feel old.,Je me sens vieille.
I felt bad.,Je me suis senti mal.
I felt ill.,Je me suis senti mal.
I felt ill.,Je me sentais malade.
I felt ill.,Je me sentis malade.
I felt sad.,J'ai ressenti de la tristesse.
I felt sad.,Je me suis senti triste.
I felt sad.,Je me suis sentie triste.
I fixed it.,Je l'ai r??par??.
I fixed it.,Je l'ai r??par??e.
I fixed it.,Je la r??parai.
I fixed it.,Je le r??parai.
I found it.,Je l'ai trouv??.
I found it.,Je le trouvai.
I got busy.,Je suis devenu occup??.
I got busy.,Je suis devenu occup??e.
I got hurt.,Je me suis bless??.
I got lost.,Je me suis perdu.
I got sick.,Je suis devenu malade.
I got sick.,Je suis devenue malade.
I guess so.,Je le suppose.
I guess so.,J'imagine.
I had help.,J'ai re??u de l'aide.
I hate you.,Je te d??teste.
I hate you.,Je te hais.
I have one.,J'en ai un.
I have one.,J'en ai une.
I have won.,J'ai gagn??.
I have won.,Je l'ai emport??.
I hear you.,Je t'entends.
I help him.,Je l'aide.
I hope not.,Je n'esp??re pas.
I hope not.,J'esp??re que non.
I know CPR.,Je connais la RCP.
I know her.,Je la connais.
I know him.,Je le connais.
I like Tom.,J'aime Tom.
I like art.,J'appr??cie l'art.
I like him.,Je l'appr??cie.
I like him.,Je l'aime bien.
I like tea.,J'aime le th??.
I like you.,Tu me plais.
I like you.,Vous me plaisez.
I like you.,Je t'aime.
I like you.,Je t'aime bien.
I liked it.,J'ai aim?? ??a.
I liked it.,Je l'ai appr??ci??.
I listened.,J'ai ??cout??.
I love Tom.,J'aime Tom.
I love tea.,J'adore le th??.
I love you.,Je t'aime !
I love you.,Je t'adore.
I love you.,Je t'aime.
I loved it.,J'adorais ??a.
I made tea.,J'ai pr??par?? du th??.
I made two.,J'en ai fait deux.
I made two.,J'en ai confectionn?? deux.
I met them.,Je les ai rencontr??s.
I met them.,Je les ai rencontr??es.
I met them.,Je les rencontrai.
I must run.,Il me faut courir.
I must run.,Je dois courir.
I need air.,J'ai besoin d'air.
I need air.,Il me faut de l'air.
I need ice.,J'ai besoin de glace.
I need you.,J'ai besoin de toi.
I need you.,J'ai besoin de vous.
I panicked.,J'ai paniqu??.
I promised.,J'ai promis.
I ran away.,Je me suis enfuit.
I ran home.,J'ai couru ?ˇ la maison.
I remember.,Je m'en souviens.
I remember.,Je me le rappelle.
I remember.,Je m'en rappelle.
I said yes.,J'ai dit oui.
I sat down.,Je m'assis.
I saw that.,J'ai vu cela.
I saw them.,Je les ai vues.
I saw them.,Je les ai vus.
I saw them.,Je les vis.
I screamed.,J'ai cri??.
I see them.,Je les vois.
I shrugged.,J'ai hauss?? les ??paules.
I survived.,J'ai surv??cu.
I threw up.,J'ai vomi.
I tried it.,J'ai essay??.
I tried it.,Je l'ai essay??.
I use this.,J'utilise cela.
I want one!,J'en veux un !
I want one!,J'en veux une !
I want one.,J'en veux un !
I want one.,J'en veux une !
I want you.,J'ai envie de toi.
I want you.,Je te veux !
I want you.,Je vous veux !
I was away.,Je n'??tais pas l?ˇ.
I was busy.,J'??tais occup??e.
I was good.,Je fus bon.
I was good.,J'ai ??t?? bon.
I was good.,J'ai ??t?? bonne.
I was good.,Je fus bonne.
I was hurt.,J'ai ??t?? bless??.
I was last.,J'ai ??t?? dernier.
I was last.,J'??tais dernier.
I was last.,J'ai ??t?? derni??re.
I was last.,J'??tais derni??re.
I was late.,J'??tais en retard.
I was late.,J'ai ??t?? en retard.
I was lost.,J'??tais perdu.
I was lost.,J'??tais perdue.
I was sick.,J'ai ??t?? malade.
I was sick.,J'??tais malade.
I whistled.,JÉ??ai siffl??.
I will try.,Je vais essayer.
I will try.,J'essaierai.
I won't go.,Je n'irai pas.
I work out.,Je fais de l'exercice.
I wrote it.,Je l'ai ??crit.
I wrote it.,C'est moi qui l'ai ??crit.
I'd accept.,J'accepterais.
I'll check.,Je v??rifierai.
I'll do it.,Je vais le faire.
I'll do it.,Je le ferai.
I'll drive.,Je conduirai.
I'll go in.,J'entrerai.
I'll hurry.,Je me d??p?¶cherai.
I'll leave.,Je partirai.
I'll shoot.,Je tirerai.
I'll stand.,Je resterai debout.
I'll start.,Je commencerai.
I'm a girl.,Je suis une fille.
I'm a hero.,Je suis un h??ros.
I'm a liar.,Je suis un menteur.
I'm a twin.,J'ai un jumeau.
I'm baking!,Je cuis !
I'm better.,Je vais mieux.
I'm biased.,J'ai un parti pris.
I'm buying.,Je paie.
I'm buying.,C'est moi qui paie.
I'm chubby.,Je suis grassouillet.
I'm chubby.,Je suis grassouillette.
I'm coming.,J'arrive.
I'm eating.,Je mange.
I'm famous.,Je suis connu.
I'm famous.,Je suis connue.
I'm faster.,Je suis plus rapide.
I'm flabby.,Je suis flasque.
I'm greedy.,Je suis cupide.
I'm greedy.,Je suis gourmand.
I'm greedy.,Je suis gourmande.
I'm hiding.,Je me cache.
I'm honest.,Je suis honn?¶te.
I'm humble.,Je suis humble.
I'm hungry!,J'ai faim !
I'm hungry.,J'ai faim !
I'm immune.,Je suis immunis??.
I'm immune.,Je suis immunis??e.
I'm in bed.,Je suis au lit.
I'm in bed.,Je suis alit??.
I'm in bed.,Je suis alit??e.
I'm inside.,Je me trouve ?ˇ l'int??rieur.
I'm inside.,Je suis ?ˇ l'int??rieur.
I'm joking.,Je rigole !
I'm loaded.,Je suis saoul.
I'm lonely.,Je me sens seul.
I'm lonely.,Je me sens seule.
I'm losing.,Je suis en train de perdre.
I'm moving.,Je suis en train de d??m??nager.
I'm normal.,Je suis normal.
I'm normal.,Je suis normale.
I'm paying.,C'est moi qui paie.
I'm paying.,Je suis en train de payer.
I'm pooped.,Je suis crev??.
I'm rested.,Je suis repos??.
I'm rested.,Je suis repos??e.
I'm ruined.,Je suis ruin??.
I'm ruined.,Je suis ruin??e.
I'm shaken.,Je suis remu??.
I'm shaken.,Je suis remu??e.
I'm single.,Je suis c??libataire.
I'm skinny.,Je suis maigrichon.
I'm skinny.,Je suis maigrichonne.
I'm sleepy!,Je suis fatigu?? !
I'm sleepy!,J'ai sommeilÉ??!
I'm sneaky.,Je suis sournois.
I'm sneaky.,Je suis sournoise.
I'm so fat.,Je suis tellement gros.
I'm strict.,Je suis strict.
I'm strict.,Je suis stricte.
I'm strong.,Je suis fort.
I'm strong.,Je suis forte.
I'm thirty.,J'ai trente ans.
I'm trying.,J'essaye.
I'm trying.,J'essaie.
I'm trying.,Je m'y essaie.
I'm wasted.,Je suis affaiblie.
I've tried.,J'ai essay??.
I've tried.,J'ai tent??.
Ignore Tom.,Ignore Tom.
Ignore Tom.,Ignorez Tom.
Ignore him.,Ne faites pas attention ?ˇ lui.
Is Tom ill?,Est-ce que Tom est malade ?
Is Tom ill?,Tom est-il malade ?
Is he busy?,Est-il occup?? ?
Is he dead?,Est-il mort ?
Is he dead?,Est-il d??c??d?? ?
Is he dead?,Il est mort ?
Is he tall?,Est-il grand ?
Is it blue?,Est-ce bleu?ˇ?
Is it done?,Est-ce fait ?
Is it free?,C'est gratuitÉ???
Is it hard?,Est-ce difficile ?
Is it love?,Est-ce de l'amourÉ???
Is it love?,Est-ce de l'amour ?
Is it nice?,Est-ce chouette ?
Is it safe?,Est-ce s?Ør ?
Is it safe?,Est-ce sans danger ?
Is it safe?,Est-ce inoffensif ?
Is it time?,Est-il l'heure?ˇ?
Is it true?,C'est vrai ?
Is that it?,Est-ce celaÉ???
Is that so?,En va-t-il ainsi ?
Is that so?,En est-il ainsi ?
Is that so?,Est-ce le cas ?
It happens.,??a arrive.
It is 7:30.,Il est sept heures trente.
It matters.,??a importe.
It matters.,??a compte.
It matters.,C'est important.
It went OK.,??a s'est bien pass??.
It'll work.,??a fonctionnera.
It'll work.,??a marchera.
It's a fad.,C'est une passade.
It's a fad.,C'est une tocade.
It's a fad.,C'est un ph??nom??ne de mode.
It's awful.,C'est terrible.
It's awful.,C'est affreux.
It's bogus.,C'est du pipeau tout ??a.
It's bulky.,C'est encombrant.
It's cheap.,C'est bon march??.
It's clean.,C'est propre.
It's close.,C'est proche.
It's early.,Il est t??t.
It's funny.,C'est marrant.
It's funny.,C'est dr??le.
It's funny.,C'est rigolo.
It's green.,C'est vert.
It's my CD.,C'est mon CD.
It's night.,Il fait nuit.
It's on me.,C'est pour moi.
It's phony.,C'est du pipeau tout ??a.
It's quiet.,C'est silencieux.
It's quiet.,C'est calme.
It's ready.,C'est pr?¶t.
It's right.,C'est juste.
It's safer.,C'est plus s?Ør.
It's sweet.,C'est mignon.
It's sweet.,C'est gentil.
It's taboo.,CÉ??est un sujet tabou.
It's weird.,C'est bizarre.
It's wrong.,C'est faux.
It's yours.,C'est le tien.
It's yours.,C'est la tienne.
It's yours.,C'est la v??tre.
It's yours.,C'est le v??tre.
Jesus wept.,J??sus a pleur??.
Jesus wept.,J??sus pleura.
Just do it.,Fais-le doncÉ??!
Just do it.,"Fais-le, tout simplement !"
Just do it.,"Faites-le, tout simplement !"
Just relax.,D??tendez-vous.
Just relax.,D??tends-toi.
Keep quiet!,Reste tranquille !
Keep quiet!,Restez tranquille !
Keep quiet.,Reste tranquille.
Keep quiet.,Restez tranquille.
Keep quiet.,Restez tranquilles.
Keep still.,Reste tranquille !
Keep still.,Restez tranquille !
Let him go!,Laisse-le partir !
Let him go!,Laissez-le partir !
Let him go!,Laisse-le s'en aller!
Let him go!,Laissez-le s'en aller!
Let him go.,Laisse-le partir !
Let him go.,Laissez-le partir !
Let him go.,Laisse-le s'en aller!
Let him go.,Laissez-le s'en aller!
Let him in.,Fais-le entrer.
Let him in.,Laisse-le entrer.
Let him in.,Laissez-le entrer.
Let him in.,Faites-le entrer.
Let me die.,Laissez-moi mourir.
Let me die.,Laisse-moi mourir.
Let me out!,Laisse-moi sortir !
Let me out!,Laissez-moi sortir !
Let me pay.,Laisse-moi payer.
Let me pay.,Laissez-moi payer.
Let me see.,Laissez-moi voir.
Let me try.,Laisse-moi essayer.
Let me try.,Laissez-moi essayer.
Let me try.,Permettez-moi d'essayer.
Let us out.,Laisse-nous sortir !
Let us out.,Laissez-nous sortir !
Let's chat.,Discutons.
Let's kiss.,Embrassons-nous.
Let's pray.,Prions !
Let's talk.,Discutons !
Let's work.,Travaillons !
Lighten up.,Relaxe !
Lighten up.,D??tends-toi !
Look again.,Regarde encore.
Look again.,Regardez ?ˇ nouveau.
Look at it.,Regardez-le !
Look at it.,Regarde-le !
Look at me.,Regarde-moi.
Look at us.,Regardez-nous.
Look it up.,Cherche-leÉ??!
Love hurts.,L'amour blesse.
Love hurts.,L'amour fait mal.
Mama cried.,Maman a pleur??.
Mama cried.,Maman pleurait.
Never mind!,N'y pr?¶te pas attention.
Never mind!,T'inqui??te pas.
